Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"Neosporno je da Gaga ima talent za pjevanje, vjerujem da je zbog toga i dobila ulogu, ali gdje je u svemu tome gluma?",2,,,CI,,,
Naravno da smo svi skeptični oko nastavaka filmova jer se rijetko dogodi ili skoro nikada da nastavak bude bolji od prethodnika.,2,,,XIII,,,
"Kad se u to umiješaju aspekti romana Frankenstein, Mary Shelley, dobivamo Uboga stvorenja (Poor Things).",1,,,X,,,
"Do kraja filma zavolite je te navijate za nju, a bude vam je i žao u zadnjoj srcedrapajućoj sceni filma.",0,,,XXXIII,,,
"No, prava avantura je kako će pomoći jedno drugome da shvate da nisu vezani za svoju prošlost te da mogu odabrati budućnost.",1,,,XX,,,
"Nastavci animiranih hitova uvijek su zeznuti za raditi jer imate jasan okvir unutar kojeg morate djelovati, a da pritom budete i originalni i inovativni.",1,,,IX,,,
To pokreće niz događaja koji neočekivano balansiraju između komedije i drame.,1,,,X,,,
"Naravno, nikako, pa smo stoga odmah rezervirali kartu i spremno pohitali u najbližu ispostavu vašeg i našeg omiljenog multipleksa, a ne bismo li saznali što nam je to Nichols ovoga puta priredio.",1,,,VI,,,
"Car je mrtav, platio je životom glad za vlašću i….priča je gotova.",1,,,XXI,,,
A Complete Unknown njegov je trijumf.,0,,,LI,,,
U najavi je čak šest filmova koje bi Scott trebao režirati.,1,,,X,,,
"Znamo da umjetnici uz svoju nevjerojatnu kreativnost mogu biti i emocionalno nedostupni, udaljeni i skloni nesuglasicama.",1,,,XXII,,,
"Uzimajući u obzir činjenicu da je također fantastični Matt Damon u dosadašnjih 5 dijelova praćenja avantura Jasona Bournea jednako legitimni pretendent na titulu najkvalitetnijeg filmskog špijuna svih vremena, Tom Cruise je odlučio najnovije avanture svog superšpijuna s ljudskim karakteristikama i podobne smrtnosti – izložiti u dva dijela.",0,,,II,,,
"Najviše od svega, ovo je božićni film i u njemu ćete prepoznati elemente nekih božićnih klasika.",1,,,VII,,,
"Gledamo je kroz jednu godinu njenog života, od početka školske godine u kojoj ona ide u treći razred jedne zagrebačke osnovne škole do početka iduće.",1,,,XIV,,,
"Film prati Anoru ‘Ani’ Mikheevu, striptizetu i prostitutku koja pleše u klubu HQ.",1,,,XII,,,
"S obzirom na recentnu povijest, moglo bi se reći.",1,,,III,,,
Bajkeri priča priču o motociklistima u šezdesetima i ranim sedamdesetima.,1,16.0,A,I,,,
U birtiji.,1,,,IX,,,
"U njemu su Emily Blunt (Kitty Oppenheimer), Matt Damon (Leslie Groves), Robert Downey Jr. (Lewis Strauss) te Florence Pugh (Jean Tatlock) među ostalima.",1,,,IV,,,
Čovjek koji je jednu od najdugovječnijih brodvejskih predstava postavio na kinoplatno i time ispisao povijest.,1,,,XII,,,
"Film je režirao Juan Carlos Fresnadillo (28 Weeks Later, Intruders itd.), a scenarij je napisao Dan Mazeau (Wrath of the Titans, Fast X).",1,,,VIII,,,
"“Mufasa: Kralj lavova” (“Mufasa: The Lion King”) pušten je u kina u godini kad originalni crtić slavi 30. obljetnicu, a remake petu, funkcionirajući kao njihov (pred)nastavak.",1,,,II,,,
Toliko sam uživao u svoj koreografiji glazbeno-scenskih točaka koje je zamislila Gerwig.,0,,,XXI,,,
"Kao što je Zgodna žena lansirala Juliju Roberts među hollywoodske zvijezde, Anora će nesumnjivo učiniti isto za Mikey Madison koja je u naslovnoj ulozi filma.",0,,,XX,,,
Taman kada gledatelj pomisli kako film sadrži previše protagonista odnosno glumaca ili glumica i kako se neki od njih previše u drugom planu oni bljesnu i pokažu opravdanost postojanja u “Oppenheimeru” (npr. Emily Blunt u ulozi Kitty Oppenheimer).,0,,,XXXIX,,,
Upoznali smo osnovne emocije kroz koje svako dijete prolazi.,1,,,VIII,,,
"Ovaj film je to pokušao na drugačiji način, a ispao je tako da je najveća zvijezda nastavka upravo film iz 2019. godine.",1,,,LXXXIII,,,
"S obzirom na to da se za sve projekcije Anore na festivalima tražila ulaznica više, izgleda da se 25-godišnjoj glumici koja se proslavila ulogama u filmovima Vrisak i Bilo jednom.. u Hollywoodu sprema titula najmlađe glumice u utrci za pozlaćenog kipića.",1,,,XXV,,,
"“Može se osjetiti kako četiri zaslužna scenarista hvataju inspiraciju i ne uspijevaju. Ono što su uspjeli napraviti bilo bi sasvim u redu kao samostalni avanturistički film s nekim drugim likom u glavnoj ulozi, ali nije vrijedno biča.” – Richard Lawson, Vanity Fair.",2,,,IX,,,
Da izdovojimo neke utiske recenzenata:,1,,,V,,,
"Emocije još uvijek, uz to što se kreću skroz prirodno i izražavaju svaku i najmanju emociju na licima, imaju svoju specifičnu auru.",1,,,XXII,,,
A određene naznake mogao bi dati i najavni video kojeg donosimo u nastavku.,1,,,XI,,,
"Baker portretira američki san kojeg svi žele živjeti, ali kroz oči onih ljudi koji su odbačeni od društva i koji za takav san imaju jako male šanse.",1,,,XI,,,
"Upozna ga s Greenwich Village folk scenom i dovede ga na Newport Folk festival, a Dylan postepeno stvara veze s tom scenom te gradi bazu fanova.",1,,,X,,,
"Prvi je bio očajni Joker, s čijom formom ne bih imao problema da se radilo o kvalitetnom ili barem zanimljivom mjuziklu, ali to što sam pogledao bio je apsolutni cirkus.",2,,,VII,,,
"Za njega je karakteristično da pred publiku stavlja pomalo čudne, bizarne i pomaknute filmove (nazovimo ih filmovi s drugačijom idejom i pogledom).",1,,,IV,,,
"Tradiciju poštuje i ""Vaiana 2"", nastavak megahita koji u kina stiže (pre)dugih osam godina nakon originala.",1,,,III,,,
Dugonajavljivani Deadpool 3 (odnosno Deadpool & Wolverine) prešutno je doživljavan kao jedina slamka spasa.,1,,,VII,,,
"Baš kao što sam i predvidio, filmski kritičari su ovaj film žestoko bacili s vrlo niskim ocjenama.",1,,,XIII,,,
Okosnicu filma čini njegov slojevit i postupan odnos sa Agnusom gdje Payne ponovno izbjegava sve standardne zamke i klišeje jer iako bi bilo najlakše portretirati njih dvoje kao surogat oca i sina.,0,,,XXV,,,
"Radnja filma smještena je u dvadesete godine prošlog stoljeća, kada su pripadnici plemena Osage, američki starosjedioci, postali najbogatiji ljudi u SAD-u nakon što je na njihovom teritoriju pronađena nafta.",1,,,II,,,
Jack Black se vraća kao glas pande Po koji je u ovom filmu moćniji no ikad.,1,,,XXIV,,,
Glumac koji dva desetljeće surađuje s Christopherom Nolanom dočekao je i glavnu ulogu u redateljevom filmu.,1,,,XLI,,,
"Većina je novijih superjunačkih realizirano, uz sitne varijacije na temu, prema unaprijed određenom predlošku, bez (pre)velikih iznenađenja (oni koji su donijeli nešto novo poput Čuvara galaksije 3 i Puta bez povratka napravili su dobar posao – komercijalno, ali i kreativno).",2,,,VI,,,
"Osim ranije navedene jednostavne priče, jedna od glavnih zamjerki u filmu mi je dio radnje koji se bavi tvrtkom Mattel, a u filmu njegovog CEO-a glumi Will Ferell.",2,,,XXXVIII,,,
"Film koji će ostati u pamćenju kao što bi u pamćenju ostalo da ste naručili Ferrari, a dobili magarca obojenog u crvenu boju.",2,,,XXXIX,,,
"Ispod kaotične površine filma u kojoj dominiraju nasilje, humor i brojni likovi, skrivena je priča koja filmu daje neočekivanu emociju i objašnjava motivaciju Logana i Deadpoola.",0,,,XXXIII,,,
"Oni nisu opipljivi poput mnogih drugih Disney i Pixar likova, ali nisu ni duhovi poput onih iz filma Soul.",1,,,XXV,,,
Za povijest je ostao podatak kako je “Kralj lavova” film koji je prodan u najviše primjeraka kada je o VHS formatu riječ.,1,,,IV,,,
"Nadalje, čini se da je i internet u međuvremenu primijetio da su, kao i obično, “The Simpsons” već ovu tematiku bolje obradili u svojoj epizodi “Lisa vs. Malibu Stacy” prije trideset godina, pa se cijeli pothvat čini koliko-toliko pristojan, ali nedostatan.",2,,,XXXIX,,,
Tako zadržavamo scenu i trenutak koji živimo s Anorom.,1,,,LVIII,,,
"Zašto je onda usprkos dobroj premisi, ok osmišljenim likovima i stvarno poštenom filmu ovo sve ostavilo blago gorak okus?",2,,,XLV,,,
Malo je reći da “Inside Out 2” nije podbacio.,0,,,XIX,,,
"Iako Nicholsovo pripovijedanje priziva zlatno doba vesterna i gangsterskih filmova, njegov je senzibilitet potpuno moderan.",0,,,XVI,,,
Tijekom putovanja Bella započinje svoj postepeni razvoj u ženu kakvu niti jedan muškarac u filmu ne može ukrotiti.,1,,,XXIV,,,
"On, kao i Godwin, ima namjeru oblikovati Bellu, iako to čini na puno drugačiji način.",1,,,XXI,,,
"Golem uspjeh filma potaknuo je odmah razmišljanja o njegovom nastavku, ideje su dugo cirkulirale, a jedan od najšašavijih potencijalnih scenarija napisao je glavom i bradom Nick Cave.",1,,,IV,,,
"Film prati Oppenheimerov život od početka na fakultetu, do objavljivanja znanstvenih otkrića, materijala i podučavanja na najprestižnijim sveučilištima, njegov odnos s religijom (bio je Židov) koju je potiskivao iako je bio ogorčen što je Hitler radio s njegovom nacijom - pa je posebno zanimljivo da iako je negirao svoje Židovstvo - da se njega pitalo bacio bi atomske bombe na Hitlera odnosno Nijemce, a ne Japance koji mu nisu predstavljali ništa.",0,,,XXXI,,,
"S obzirom na to da su Osage postali jako bogati, na leđima im se nacrtala meta.",1,,,XXVIII,,,
"Glumačka postava je solidna, predvođena Paulom Mescalom kojeg smo dosad navikli gledati u mnogo nježnijim ulogama poput onih u lanjskim “Aftersun” i “All of Us Strangers”.",1,,,XI,,,
"Mora naučiti hodati, razgovarati, usvojiti društvene norme – Bella je poput malog djeteta u tijelu žene koja otkriva svijet.",1,,,XIV,,,
Razlog više za veseliti se filmu je umjetnik koji će raditi na kostimografiji.,0,,,XV,,,
I doista je bio dobar u toj ulozi.,0,,,XXIV,,,
"Direktor fotografije Adam Stone, scenograf Chad Keith i kostimografkinja Erin Benach, a koji su usprkos relativno skromnom budžetu (30-40 milijuna dolara) ne samo oživotvorili jedno davno minulo doba (1965.-1973.), već mu također podarili toplu te pomalo ranojesenju, nostalgičnu patinu.",0,,,XLVI,,,
I kako da Bajkerima (The Bikeriders) sada odolimo!?,0,,,V,,,
"Stoga, sugeriramo da, ako planirate gledati ‘Lift’, uživate u filmu baš kao što inače uživamo u komedijama – opušteno i bez očekivanja.",1,,,IX,,,
"Okej, možda ovaj tekst ipak završavamo s dva spojlera…",1,,,XXX,,,
"U to okruženje stiže kući za novcem gramzivi, nemoralni, priglupi i šupljoglavi Ernest Burkhart (ovdje totalno ""antipatični mulac"" u liku vanrednog Leonarda di Capria) nakon završetka I svjetskog rata gdje je služio kao kuhar.",2,,,XXXVI,,,
"Kada hvalim ove filmove, obično ljudima kažem „volim to što usred borbe ljudi ostanu bez metaka pa se moraju snalaziti“.",1,,,X,,,
Ona istovremeno sadrži elemente komedije i avanturističkog filma.,1,,,IX,,,
"Ipak, za (pre)dugih 154 minute filma (redatelj se muči u završnici sa završetkom filma – svjestan odgovornosti oko zaokruživanja priče o popularnom filmskom liku film je mogao imati i manje minuta) čini se kako ih je premalo.",2,,,XXXV,,,
"I dok je Disney otišao putem live-action filma te ondje kreativnost preživljava isključivo zahvaljujući podružnici Pixar, DreamWorks ima priliku zadati udarac i upravo to i čini objavom „Kung Fu Pande 4”.",1,,,XVI,,,
"Naravno, pod uvjetom da ne dovode u opasnost sebe i ljude iz svoje okoline.",1,,,VII,,,
"Humor, pozitiva i šarenilo prožeti su filmom.",0,,,XXIX,,,
"Ovaj Gabriel je mračni mesija koji želi sa svijetom podijeliti jedino smrt i patnju, kako to kaže Ilsa Faust.",1,,,XX,,,
"Suočeni sa sustavom koji može provaliti u svaki financijski, obrambeni i infrastrukturni sustav na Zemlji, okupljena je vrhuška američkih obavještajnih i obrambenih agencija koju glume Rob Delaney, Mark Gatiss, Indira Varma i Charles Parnell, a koji će zasigurno imati veću ulogu u željno iščekivanom osmom dijelu.",1,,,XXXIX,,,
"Izgledaju kao prosječni aristokrati, a oko njih trči posluga.",1,,,XXIII,,,
"Dapače toliko je moćan da se više ne pojavljuje na uvodnoj animaciji kao Dreamworksov ribar, već ga je zamijenio… klasični ribar.",1,,,XXV,,,
"Na moje najveće iznenađenje, ne samo da nisam mrzio Wicked, nego teške muke priznajem da, ne samo da mi se svidio već sam cijelo vrijeme imao osjećaj da gledam klasik u nastanku.",0,,,XIII,,,
"Sada je predstavio svoj najbolji uradak, Anoru.",0,,,XL,,,
"Istovremeno, zanimljiv je i njegov stav o krugu života, životnoj filozofiji koju dijele pozitivci, a koja po njemu ne drži vodu, što potvrđuje i stvarnost.",0,,,XLI,,,
"Usto je Oppenheimer, ne razmišljajući i ne namjerno, uspio na jednom saslušanju Straussa i poniziti, i tako zaradio prikrivenog i podmuklog neprijatelja.",1,,,XXXVII,,,
U fisiji tako pratimo Oppenheimerovu mladost i njegovo školovanje.,1,,,XIII,,,
"Njegov osjećaj smrtnosti ono je što prodaje želju za obiteljskom vezom, a to pokreće veći dio radnje i za majmuna i za čovjeka.",1,,,XVII,,,
"Hollywood nas je naučio da kad striptizete imaju posla sa sumnjivim Rusima i njihovim poslovima, ishod je uvijek mračan i tragičan.",1,,,VI,,,
“Iznenadit ćete se koliko ćete se brzo posvetiti ovom jedinstvenom iskustvu.'',0,,,XV,,,
"Tek što sam izašao iz kinodvorane, u glavi sam počeo vrtjeti sinopsis recenzije, što mi je zapravo zadalo prilične probleme jer ovaj osvrt može se sumirati u jednoj jedinoj rečenici: Putovanje kroz Spider-svijet vjerojatno je najbolji, svakako najljepši film o Čovjeku-pauku koji sam ikada pogledao!",0,,,VII,,,
"Posebno mi se svidio taj „prljavi“ izgled interijera i eksterijera, kao i upotreba boja koje su me podsjetile na mjuzikle kao što je primjerice “Chicago”.",0,,,LXVI,,,
"Popularnost Johna Wicka samo je amplificirala i popularnost žanra, pa su uslijedili i neki drugi slični filmovi poput “Nobody” koji je priliku da postane akcijska zvijezda pružio i Bobu Odenkirku kojeg najbolje znamo kao odvjetnika Saula Goodmana iz “Breaking Bad” univerzuma.",1,,,IX,,,
"Ne pomaže ni to što, iako je ona nedvojbeno glavni ljudski lik, Ilenine prilike da zablista trpe pod teškom težinom Titana.",2,,,XIX,,,
"Phoenix jednostavno nije toliko glazbeno nadaren, barem u odnosu na pop-divu koja mu je ovdje partnerica i to se vidi.",2,,,XIII,,,
"S druge strane, prodor vijetnamskih veterana i nadobudnih mladaca te posljedična (de)evolucija Vandala iz huligana oboružanih skakavcima (noževima, ne insektima) u punokrvne krimose sklonije revolverima, u najboljem slučaju ostavljat će dojam dopunskog plot pointa koji je Nichols odlučio nakalemiti u zadnji čas.",2,,,XXXI,,,
"Posebnu čar daje naracija Helen Mirren, kao i uloge koju tumači Rhea Perlman (tu stajem – nećemo spojlati).",0,,,XXIV,,,
"Već ga je ta činjenica učinila posebnim i drugačijim, jednako kao i sam film.",0,,,III,,,
Ispod površine priče može se pronaći provokacija i doza subverzivnosti.,1,,,XXVII,,,
"Iako višestruke nominacije nisu novost kada je u pitanju filmografija grčkog redatelja, (njegov možda i najkonvencionalniji film Miljenica nominiran je u deset kategorija – nagradu je osvojila Olivia Colman za glavnu žensku ulogu), jedanaest nominacija za “Uboga stvorenja” ipak su malo iznenađenje.",1,,,III,,,
"Sjajno se snašao i Pedro Pascal u ulozi novog vojnog heroja Rima što mu je bila prva velika filmska uloga, a o Denzelu Washingtonu da ne pričam.",0,,,XXXIV,,,
"Scena susreta s tamom, odnosno vlastitom smrti je i dalje jeziva, a bol za izgubljenima, odnosno onima koji su prihvatili pruženu ruku smrti ne jenjava.",0,,,XLV,,,
"Kaskaderi su bili kaskaderi sve do trenutka kada su dobili priliku realizirati priču, scenarij o profesionalnom ubojici koji se odlučio povući sa scene nakon što ostaje bez voljene Helen.",1,,,IV,,,
"Naravno, takve stvari se lako promijene pa tek treba vidjeti tko će pred samu dodjelu biti favorit i tko će ga osvojiti.",1,,,XXIX,,,
Zato ovaj nastavak idejno i jest trebao biti drugačiji čime je Phillips ušao u veliki rizik i opasnost.,0,,,XXVIII,,,
Tako iz Deadpoolovih usta čujemo sve ono što većinom mislimo o posljednjoj Marvelovoj fazi i multiverzum filmovima.,1,,,LXXX,,,
Svaka emocija prikazana je u svom elementu u trenutku kada ju Riley treba baš kao u prvom filmu.,0,,,XVI,,,
Samoreferentni materijal je nepredvidiv i oštar dovoljno u početku da ovo učini najopasnijim što je MCU osjetio otkad je na ploči bilo šest Infinity Stonesa.,0,,,XII,,,
"Međutim, njezina bajka se ubrzo rasprši kada Ivanovi roditelji saznaju za brak te ga odmah žele poništiti.",1,,,XIX,,,
"Elvis Presley, Amy Winehouse, Bob Marley, N.W.A, Whitney Houston, Freddie Mercury, Aretha Franklin, Elton John, Amy Winehouse, Milli Vanili… glazbenici su, različitih izričaja, prema čijim su glazbenim karijerama odnosno životnim pričama snimljeni filmovi u posljednjih desetak godina.",1,,D,I,,,
Pritom čudi to da je i naš svijet prikazan vrlo plošno (sumnjam da je riječ o dubljoj namjeri prikaza svakodnevice.,1,,,XIV,,,
Želim iskusiti vrstu spektakularne gotovo neprestane akcije koja će nas učiniti ekstatičnima i zabaviti.,0,,,III,,,
Hoće li se Po snaći i koliko toga još ima za naučiti?,1,,,XVII,,,
"I dok bismo mogli sada pričati o likovima i njihovim motivima, koji su jako dobro i balansirano prezentirani, smatramo važnijim istaknuti jedan drugi aspekt ovoga filma, a to je taj indie element.",0,,,XXXI,,,
"Tu je i nekoliko starih znanaca iz prethodnih filmova te dječak Teddy koji je, prema ambicijama ekipe filma, trebao postati novi Short Round, ali u tome uspio nije…",2,,,XLI,,,
